Tag_ID,TagMonth,TagYear,RecapMo1,RecapYr1,RecapMo2,RecapYr2
HC01039,7,1968,,,,
HC01038,7,1968,,,,
HC01037,7,1968,,,,
HC01035,7,1968,,,,
HC01034,7,1968,,,,
HC01017,7,1968,,,,
HC01031,7,1968,,,,
HC01082,7,1968,,,,
HC01029,7,1968,,,,
HC01028,7,1968,,,,
HC01027,7,1968,,,,
HC01026,7,1968,,,,
HC01024,7,1968,,,,
HC01022,7,1968,,,,
HC01020,7,1968,,,,
HC01033,7,1968,,,,
HC01260,7,1968,,,,
HC01249,7,1968,,,,
HC01269,7,1968,,,,
HC01267,7,1968,,,,
HC01266,7,1968,,,,
HC01265,7,1968,,,,
HC01271,7,1968,,,,
HC01262,7,1968,,,,
HC01273,7,1968,,,,
HC01259,7,1968,,,,
HC01257,7,1968,,,,
HC01255,7,1968,,,,
HC01254,7,1968,,,,
HC01252,7,1968,,,,
HC01250,7,1968,,,,
HC01264,7,1968,,,,
HC01290,7,1968,,,,
HC01228,7,1968,,,,
HC01213,7,1968,,,,
HC02174,7,1968,,,,
HC02175,7,1968,,,,
HC01298,7,1968,,,,
HC01270,7,1968,,,,
HC01294,7,1968,,,,
HC01280,7,1968,,,,
HC01289,7,1968,,,,
HC01286,7,1968,,,,
HC01282,7,1968,,,,
HC01278,7,1968,,,,
HC01276,7,1968,,,,
HC01275,7,1968,,,,
HC01296,7,1968,,,,
HC01219,7,1968,,,,
HC01230,7,1968,,,,
HC01227,7,1968,,,,
HC01226,7,1968,,,,
HC01225,7,1968,,,,
HC01223,7,1968,,,,
HC01222,7,1968,,,,
HC01203,7,1968,,,,
HC01220,7,1968,,,,
HC01217,7,1968,,,,
HC01218,7,1968,,,,
HC01248,7,1968,,,,
HC01216,7,1968,,,,
HC01283,7,1968,,,,
HC01215,7,1968,,,,
HC01214,7,1968,,,,
HC01221,7,1968,,,,
HC01243,7,1968,,,,
HC01246,7,1968,,,,
HC01247,7,1968,,,,
HC01231,7,1968,,,,
HC01244,7,1968,,,,
HC01242,7,1968,,,,
HC01241,7,1968,,,,
HC01240,7,1968,,,,
HC01239,7,1968,,,,
HC01232,7,1968,,,,
HC01237,7,1968,,,,
HC01245,7,1968,,,,
HC01235,7,1968,,,,
HC01234,7,1968,,,,
HC01233,7,1968,,,,
HC01238,7,1968,,,,
HC01703,8,1968,6,1971,,
HC01474,8,1968,7,1971,,
HC01449,8,1968,6,1971,,
HC01597,8,1968,7,1970,,
HC01380,8,1968,10,1970,,
HC01513,8,1968,6,1970,,
HC01377,8,1968,10,1970,,
HC01519,8,1968,8,1970,,
HC01542,8,1968,6,1970,,
HC01710,8,1968,8,1970,,
HC01616,8,1968,2,1970,,
HC01602,8,1968,8,1970,,
HC01453,8,1968,5,1970,,
HC01627,8,1968,6,1970,,
HC01423,8,1968,6,1970,,
HC01393,8,1968,2,1970,,
HC01557,8,1968,9,1969,,
HC01573,8,1968,8,1969,,
HC01624,8,1968,6,1969,,
HC01576,8,1968,9,1969,,
HC01358,8,1968,7,1969,,
HC01622,8,1968,7,1969,,
HC01365,8,1968,1,1969,,
HC01611,8,1968,8,1969,,
HC01491,8,1968,4,1969,,
HC01554,8,1968,6,1969,,
HC01353,8,1968,1,1969,,
HC01487,8,1968,5,1969,,
HC01630,8,1968,6,1969,,
HC01425,8,1968,6,1969,,
HC01428,8,1968,4,1969,,
HC01438,8,1968,4,1969,,
HC01404,8,1968,6,1969,,
HC01447,8,1968,3,1969,,
HC01505,8,1968,5,1969,,
HC01477,8,1968,6,1969,,
HC01552,8,1968,10,1969,,
HC01498,8,1968,11,1969,,
HC01399,8,1968,3,1969,,
HC01381,8,1968,7,1969,,
HC01517,8,1968,8,1969,,
HC01533,8,1968,4,1969,,
HC01534,8,1968,7,1969,,
HC01460,8,1968,6,1969,,
HC01719,8,1968,6,1969,,
HC01663,8,1968,9,1969,,
HC01674,8,1968,4,1969,,
HC01679,8,1968,5,1969,,
HC01689,8,1968,8,1969,,
HC01706,8,1968,5,1969,,
HC01631,8,1968,6,1969,,
HC01660,8,1968,7,1969,,
HC01702,8,1968,5,1969,,
HC01586,8,1968,7,1969,,
HC01722,8,1968,6,1969,,
HC01727,8,1968,5,1969,,
HC01729,8,1968,6,1969,,
HC01736,8,1968,8,1969,,
HC01737,8,1968,9,1969,,
HC01303,8,1968,7,1969,,
HC01665,8,1968,7,1969,,
HC01712,8,1968,7,1969,,
HC01647,8,1968,5,1969,,
HC01634,8,1968,7,1969,,
HC01645,8,1968,4,1969,,
HC01344,8,1968,8,1969,,
HC01659,8,1968,5,1969,,
HC01654,8,1968,6,1969,,
HC01334,8,1968,6,1969,,
HC01656,8,1968,9,1969,,
HC01450,8,1968,8,1968,,
HC01461,8,1968,8,1968,,
HC01638,8,1968,10,1968,,
HC01457,8,1968,8,1968,,
HC01738,8,1968,9,1968,9,1968
HC01452,8,1968,8,1968,,
HC01649,8,1968,9,1968,,
HC01451,8,1968,10,1968,,
HC01468,8,1968,9,1968,,
HC01308,8,1968,,1968,,
HC01363,8,1968,8,1968,,
HC01515,8,1968,,1968,,
HC01525,8,1968,,1968,,
HC01556,8,1968,,1968,,
HC01633,8,1968,8,1968,,
HC01742,8,1968,11,1968,,
HC01503,8,1968,10,1968,,
HC01692,8,1968,9,1968,,
HC01415,8,1968,10,1968,,
HC01523,8,1968,8,1968,,
HC01585,8,1968,9,1968,,
HC01653,8,1968,10,1968,7,1969
HC01652,8,1968,9,1968,,
HC01571,8,1968,12,1968,,
HC01715,8,1968,9,1968,,
HC01462,8,1968,8,1968,,
HC01717,8,1968,10,1968,,
HC01495,8,1968,9,1968,,
HC01650,8,1968,9,1968,,
HC01657,8,1968,9,1968,,
HC01511,8,1968,9,1968,,
HC01655,8,1968,9,1968,,
HC01507,8,1968,9,1968,,
HC01342,8,1968,11,1968,,
HC01349,8,1968,9,1968,,
HC01395,8,1968,9,1968,,
HC01401,8,1968,9,1968,,
HC01347,8,1968,10,1968,,
HC01369,8,1968,8,1968,,
HC01345,8,1968,12,1968,,
HC01343,8,1968,10,1968,,
HC01339,8,1968,8,1968,,
HC01335,8,1968,8,1968,,
HC01061,8,1968,8,1968,,
HC01359,8,1968,10,1968,,
HC01302,8,1968,10,1968,,
HC01664,8,1968,,,,
HC01641,8,1968,,,,
HC01331,8,1968,,,,
HC01640,8,1968,,,,
HC01639,8,1968,,,,
HC01346,8,1968,,,,
HC01637,8,1968,,,,
HC01648,8,1968,,,,
HC01635,8,1968,,,,
HC01644,8,1968,,,,
HC01666,8,1968,,,,
HC01348,8,1968,,,,
HC01632,8,1968,,,,
HC01667,8,1968,,,,
HC01636,8,1968,,,,
HC01341,8,1968,,,,
HC01333,8,1968,,,,
HC01336,8,1968,,,,
HC01337,8,1968,,,,
HC01338,8,1968,,,,
HC01332,8,1968,,,,
HC01642,8,1968,,,,
HC01651,8,1968,,,,
HC01643,8,1968,,,,
HC01626,8,1968,,,,
HC01661,8,1968,,,,
HC01350,8,1968,,,,
HC01646,8,1968,,,,
HC01662,8,1968,,,,
HC01658,8,1968,,,,
HC01340,8,1968,,,,
HC01598,8,1968,,,,
HC01607,8,1968,,,,
HC01606,8,1968,,,,
HC01605,8,1968,,,,
HC01604,8,1968,,,,
HC01603,8,1968,,,,
HC01357,8,1968,,,,
HC01601,8,1968,,,,
HC01628,8,1968,,,,
HC01599,8,1968,,,,
HC01610,8,1968,,,,
HC01596,8,1968,,,,
HC01595,8,1968,,,,
HC01594,8,1968,,,,
HC01593,8,1968,,,,
HC01592,8,1968,,,,
HC01591,8,1968,,,,
HC01590,8,1968,,,,
HC01589,8,1968,,,,
HC01600,8,1968,,,,
HC01618,8,1968,,,,
HC01668,8,1968,,,,
HC01351,8,1968,,,,
HC01584,8,1968,,,,
HC01625,8,1968,,,,
HC01352,8,1968,,,,
HC01623,8,1968,,,,
HC01354,8,1968,,,,
HC01621,8,1968,,,,
HC01608,8,1968,,,,
HC01619,8,1968,,,,
HC01609,8,1968,,,,
HC01617,8,1968,,,,
HC01355,8,1968,,,,
HC01615,8,1968,,,,
HC01614,8,1968,,,,
HC01613,8,1968,,,,
HC01612,8,1968,,,,
HC01356,8,1968,,,,
HC01629,8,1968,,,,
HC01620,8,1968,,,,
HC01720,8,1968,,,,
HC01315,8,1968,,,,
HC01728,8,1968,,,,
HC01316,8,1968,,,,
HC01726,8,1968,,,,
HC01725,8,1968,,,,
HC01724,8,1968,,,,
HC01723,8,1968,,,,
HC01410,8,1968,,,,
HC01721,8,1968,,,,
HC01732,8,1968,,,,
HC01318,8,1968,,,,
HC01718,8,1968,,,,
HC01319,8,1968,,,,
HC01716,8,1968,,,,
HC01320,8,1968,,,,
HC01714,8,1968,,,,
HC01713,8,1968,,,,
HC01321,8,1968,,,,
HC01317,8,1968,,,,
HC01311,8,1968,,,,
HC01301,8,1968,,,,
HC01304,8,1968,,,,
HC01305,8,1968,,,,
HC01306,8,1968,,,,
HC01307,8,1968,,,,
HC02574,8,1968,,,,
HC01309,8,1968,,,,
HC01310,8,1968,,,,
HC01730,8,1968,,,,
HC01326,8,1968,,,,
HC01731,8,1968,,,,
HC01739,8,1968,,,,
HC01312,8,1968,,,,
HC01313,8,1968,,,,
HC01314,8,1968,,,,
HC01735,8,1968,,,,
HC01734,8,1968,,,,
HC01733,8,1968,,,,
HC01709,8,1968,,,,
HC01740,8,1968,,,,
HC01678,8,1968,,,,
HC01711,8,1968,,,,
HC01687,8,1968,,,,
HC01686,8,1968,,,,
HC01685,8,1968,,,,
HC01684,8,1968,,,,
HC01683,8,1968,,,,
HC01682,8,1968,,,,
HC01681,8,1968,,,,
HC01328,8,1968,,,,
HC01329,8,1968,,,,
HC01690,8,1968,,,,
HC01677,8,1968,,,,
HC01676,8,1968,,,,
HC01675,8,1968,,,,
HC01330,8,1968,,,,
HC01673,8,1968,,,,
HC01672,8,1968,,,,
HC01669,8,1968,,,,
HC01670,8,1968,,,,
HC01680,8,1968,,,,
HC01699,8,1968,,,,
HC01588,8,1968,,,,
HC01708,8,1968,,,,
HC01707,8,1968,,,,
HC01323,8,1968,,,,
HC01705,8,1968,,,,
HC01704,8,1968,,,,
HC01324,8,1968,,,,
HC01325,8,1968,,,,
HC01688,8,1968,,,,
HC01700,8,1968,,,,
HC01322,8,1968,,,,
HC01698,8,1968,,,,
HC01697,8,1968,,,,
HC01696,8,1968,,,,
HC01695,8,1968,,,,
HC01694,8,1968,,,,
HC01693,8,1968,,,,
HC01327,8,1968,,,,
HC01691,8,1968,,,,
HC01701,8,1968,,,,
HC01392,8,1968,,,,
HC01471,8,1968,,,,
HC01470,8,1968,,,,
HC01469,8,1968,,,,
HC01391,8,1968,,,,
HC01467,8,1968,,,,
HC01466,8,1968,,,,
HC01465,8,1968,,,,
HC01398,8,1968,,,,
HC01463,8,1968,,,,
HC01475,8,1968,,,,
HC01394,8,1968,,,,
HC01459,8,1968,,,,
HC01458,8,1968,,,,
HC01396,8,1968,,,,
HC01456,8,1968,,,,
HC01455,8,1968,,,,
HC01454,8,1968,,,,
HC01497,8,1968,,,,
HC01464,8,1968,,,,
HC01486,8,1968,,,,
HC01496,8,1968,,,,
HC01386,8,1968,,,,
HC01494,8,1968,,,,
HC01493,8,1968,,,,
HC01492,8,1968,,,,
HC01387,8,1968,,,,
HC01490,8,1968,,,,
HC01489,8,1968,,,,
HC01472,8,1968,,,,
HC01388,8,1968,,,,
HC01390,8,1968,,,,
HC01484,8,1968,,,,
HC01482,8,1968,,,,
HC01481,8,1968,,,,
HC01479,8,1968,,,,
HC01478,8,1968,,,,
HC01389,8,1968,,,,
HC01476,8,1968,,,,
HC01400,8,1968,,,,
HC01488,8,1968,,,,
HC01671,8,1968,,,,
HC01426,8,1968,,,,
HC01407,8,1968,,,,
HC01424,8,1968,,,,
HC01408,8,1968,,,,
HC01422,8,1968,,,,
HC01411,8,1968,,,,
HC01412,8,1968,,,,
HC01397,8,1968,,,,
HC01413,8,1968,,,,
HC01429,8,1968,,,,
HC01414,8,1968,,,,
HC01409,8,1968,,,,
HC01416,8,1968,,,,
HC01417,8,1968,,,,
HC01418,8,1968,,,,
HC01419,8,1968,,,,
HC01420,8,1968,,,,
HC01421,8,1968,,,,
HC01587,8,1968,,,,
HC01437,8,1968,,,,
HC01402,8,1968,,,,
HC01448,8,1968,,,,
HC01403,8,1968,,,,
HC01446,8,1968,,,,
HC01445,8,1968,,,,
HC01443,8,1968,,,,
HC01441,8,1968,,,,
HC01440,8,1968,,,,
HC01427,8,1968,,,,
HC01405,8,1968,,,,
HC01406,8,1968,,,,
HC01436,8,1968,,,,
HC01435,8,1968,,,,
HC01434,8,1968,,,,
HC01433,8,1968,,,,
HC01432,8,1968,,,,
HC01431,8,1968,,,,
HC01430,8,1968,,,,
HC01485,8,1968,,,,
HC01439,8,1968,,,,
HC01553,8,1968,,,,
HC01544,8,1968,,,,
HC01564,8,1968,,,,
HC01563,8,1968,,,,
HC01562,8,1968,,,,
HC01561,8,1968,,,,
HC01560,8,1968,,,,
HC01483,8,1968,,,,
HC01558,8,1968,,,,
HC01566,8,1968,,,,
HC01370,8,1968,,,,
HC01567,8,1968,,,,
HC01371,8,1968,,,,
HC01551,8,1968,,,,
HC01550,8,1968,,,,
HC01549,8,1968,,,,
HC01548,8,1968,,,,
HC01547,8,1968,,,,
HC01546,8,1968,,,,
HC01545,8,1968,,,,
HC01385,8,1968,,,,
HC01366,8,1968,,,,
HC01360,8,1968,,,,
HC01362,8,1968,,,,
HC01364,8,1968,,,,
HC01583,8,1968,,,,
HC01582,8,1968,,,,
HC01581,8,1968,,,,
HC01580,8,1968,,,,
HC01579,8,1968,,,,
HC01565,8,1968,,,,
HC01577,8,1968,,,,
HC01555,8,1968,,,,
HC01575,8,1968,,,,
HC01574,8,1968,,,,
HC01367,8,1968,,,,
HC01572,8,1968,,,,
HC01368,8,1968,,,,
HC01570,8,1968,,,,
HC01569,8,1968,,,,
HC01568,8,1968,,,,
HC01578,8,1968,,,,
HC01384,8,1968,,,,
HC01376,8,1968,,,,
HC01518,8,1968,,,,
HC01378,8,1968,,,,
HC01514,8,1968,,,,
HC01379,8,1968,,,,
HC01499,8,1968,,,,
HC01500,8,1968,,,,
HC01543,8,1968,,,,
HC01520,8,1968,,,,
HC01502,8,1968,,,,
HC01516,8,1968,,,,
HC01512,8,1968,,,,
HC01510,8,1968,,,,
HC01509,8,1968,,,,
HC01508,8,1968,,,,
HC01382,8,1968,,,,
HC01506,8,1968,,,,
HC01504,8,1968,,,,
HC01383,8,1968,,,,
HC01559,8,1968,,,,
HC01532,8,1968,,,,
HC01372,8,1968,,,,
HC01541,8,1968,,,,
HC01540,8,1968,,,,
HC01539,8,1968,,,,
HC01538,8,1968,,,,
HC01537,8,1968,,,,
HC01536,8,1968,,,,
HC01535,8,1968,,,,
HC01373,8,1968,,,,
HC01374,8,1968,,,,
HC01521,8,1968,,,,
HC01528,8,1968,,,,
HC01522,8,1968,,,,
HC01375,8,1968,,,,
HC01526,8,1968,,,,
HC01527,8,1968,,,,
HC01531,8,1968,,,,
HC01529,8,1968,,,,
HC01530,8,1968,,,,
HC01744,9,1968,11,1970,,
HC01871,9,1968,7,1970,,
HC01753,9,1968,7,1970,,
HC01876,9,1968,5,1969,,
HC01928,9,1968,7,1969,,
HC01877,9,1968,7,1969,,
HC01868,9,1968,6,1969,,
HC01755,9,1968,7,1969,,
HC01866,9,1968,1,1969,,
HC01884,9,1968,7,1969,,
HC01856,9,1968,3,1969,,
HC01780,9,1968,6,1969,,
HC01935,9,1968,9,1969,,
HC01747,9,1968,7,1969,,
HC01754,9,1968,7,1969,,
HC01757,9,1968,6,1969,,
HC01763,9,1968,6,1969,,
HC01777,9,1968,6,1969,,
HC01854,9,1968,5,1969,,
HC01783,9,1968,7,1969,,
HC01793,9,1968,7,1969,,
HC01815,9,1968,3,1969,,
HC01821,9,1968,5,1969,,
HC01826,9,1968,4,1969,,
HC01851,9,1968,3,1969,,
HC01767,9,1968,8,1969,,
HC01790,9,1968,9,1968,,
HC01872,9,1968,9,1968,5,1969
HC01792,9,1968,11,1968,,
HC01878,9,1968,10,1968,,
HC01863,9,1968,10,1968,,
HC01882,9,1968,11,1968,,
HC01827,9,1968,11,1968,,
HC01825,9,1968,10,1968,2,1969
HC01926,9,1968,9,1968,,
HC01791,9,1968,10,1968,,
HC01785,9,1968,11,1968,,
HC01745,9,1968,9,1968,,
HC01925,9,1968,10,1968,,
HC01936,9,1968,9,1968,,
HC01890,9,1968,,,,
HC01891,9,1968,,,,
HC01892,9,1968,,,,
HC01893,9,1968,,,,
HC01894,9,1968,,,,
HC01895,9,1968,,,,
HC01896,9,1968,,,,
HC01902,9,1968,,,,
HC01899,9,1968,,,,
HC01901,9,1968,,,,
HC01889,9,1968,,,,
HC01880,9,1968,,,,
HC01903,9,1968,,,,
HC01897,9,1968,,,,
HC01888,9,1968,,,,
HC01887,9,1968,,,,
HC01886,9,1968,,,,
HC01885,9,1968,,,,
HC01904,9,1968,,,,
HC01881,9,1968,,,,
HC01911,9,1968,,,,
HC01879,9,1968,,,,
HC01875,9,1968,,,,
HC01874,9,1968,,,,
HC01873,9,1968,,,,
HC01870,9,1968,,,,
HC01869,9,1968,,,,
HC01867,9,1968,,,,
HC01883,9,1968,,,,
HC01921,9,1968,,,,
HC01779,9,1968,,,,
HC01817,9,1968,,,,
HC01938,9,1968,,,,
HC01937,9,1968,,,,
HC01934,9,1968,,,,
HC01933,9,1968,,,,
HC01932,9,1968,,,,
HC01931,9,1968,,,,
HC01930,9,1968,,,,
HC01929,9,1968,,,,
HC01927,9,1968,,,,
HC01924,9,1968,,,,
HC01909,9,1968,,,,
HC01922,9,1968,,,,
HC01905,9,1968,,,,
HC01920,9,1968,,,,
HC01919,9,1968,,,,
HC01918,9,1968,,,,
HC01916,9,1968,,,,
HC01915,9,1968,,,,
HC01914,9,1968,,,,
HC01913,9,1968,,,,
HC01912,9,1968,,,,
HC01862,9,1968,,,,
HC01910,9,1968,,,,
HC01908,9,1968,,,,
HC01907,9,1968,,,,
HC01906,9,1968,,,,
HC01923,9,1968,,,,
HC01778,9,1968,,,,
HC01770,9,1968,,,,
HC01771,9,1968,,,,
HC01772,9,1968,,,,
HC01773,9,1968,,,,
HC01774,9,1968,,,,
HC01789,9,1968,,,,
HC01776,9,1968,,,,
HC01765,9,1968,,,,
HC01781,9,1968,,,,
HC01782,9,1968,,,,
HC01784,9,1968,,,,
HC01786,9,1968,,,,
HC01787,9,1968,,,,
HC01865,9,1968,,,,
HC01775,9,1968,,,,
HC01758,9,1968,,,,
HC01743,9,1968,,,,
HC01746,9,1968,,,,
HC01748,9,1968,,,,
HC01749,9,1968,,,,
HC01750,9,1968,,,,
HC01751,9,1968,,,,
HC01769,9,1968,,,,
HC01756,9,1968,,,,
HC01768,9,1968,,,,
HC01759,9,1968,,,,
HC01760,9,1968,,,,
HC01761,9,1968,,,,
HC01762,9,1968,,,,
HC01764,9,1968,,,,
HC01794,9,1968,,,,
HC01752,9,1968,,,,
HC01853,9,1968,,,,
HC01788,9,1968,,,,
HC01819,9,1968,,,,
HC01822,9,1968,,,,
HC01823,9,1968,,,,
HC01824,9,1968,,,,
HC01828,9,1968,,,,
HC01814,9,1968,,,,
HC01830,9,1968,,,,
HC01813,9,1968,,,,
HC01855,9,1968,,,,
HC01857,9,1968,,,,
HC01858,9,1968,,,,
HC01859,9,1968,,,,
HC01860,9,1968,,,,
HC01861,9,1968,,,,
HC01829,9,1968,,,,
HC01804,9,1968,,,,
HC01796,9,1968,,,,
HC01797,9,1968,,,,
HC01798,9,1968,,,,
HC01799,9,1968,,,,
HC01800,9,1968,,,,
HC01801,9,1968,,,,
HC01818,9,1968,,,,
HC01803,9,1968,,,,
HC01864,9,1968,,,,
HC01805,9,1968,,,,
HC01808,9,1968,,,,
HC01809,9,1968,,,,
HC01810,9,1968,,,,
HC01811,9,1968,,,,
HC01812,9,1968,,,,
HC01802,9,1968,,,,
HC01940,11,1968,,,,
